门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
刀宗,孤锋诀,2,戗风,“破浪三式”套路招式伤害提高8%，吸收“身形”后8秒内额外提高8%。,32580,1
刀宗,孤锋诀,2,袭伐,“停云势”命中目标将定身其4秒，“横云断浪”命中目标将眩晕其4秒。,32454,2
刀宗,孤锋诀,2,霆骇,“识破”状态下施展“决云势”命中目标后使其无法施展轻功，持续3秒。,32455,3
刀宗,孤锋诀,3,雨积,施展“留客雨”后下一个“停云势”或“行云势”招式伤害提高15%。,32456,1
刀宗,孤锋诀,3,溃延,“身形”存在时间延长6秒，触碰“身形”时降低11秒“决云势”调息时间。,32464,2
刀宗,孤锋诀,3,簇尘,“身形”出现位置将位于自身6尺处，目标施展招式触发“身形”的概率提高至50%。且“身形”不再是一个目标8秒只会出现一次，而是自身每4秒最多观察到一个“身形”。,32458,3
刀宗,孤锋诀,3,雾灭,每次触碰到“身形”，对应目标化劲等级降低10%，自身化劲等级提高10%，持续4秒。,32459,4
刀宗,孤锋诀,4,放皓,“沧浪三叠”每段会心递增10%，会心效果递增10%。,32490,1
刀宗,孤锋诀,4,殊际,每次成功控制目标会在目标6尺范围内出现一个身形，目标被自身定身、眩晕、击倒期间受到的伤害提高20%。,32577,2
刀宗,孤锋诀,4,靖步,“定风凝云”持续期间受到的伤害降低80%且不受被推、被拉影响，每秒回复自身3%气血最大值，提前结束则获取剩余恢复值。,32494,3
刀宗,孤锋诀,4,遏云势,打断目标运功并造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，若目标正在运功，自身获得20点锐意并使目标不受治疗影响，持续3秒。,32465,4
刀宗,孤锋诀,5,颂阵,“洗兵雨”施展距离提高2尺且击飞武器的位置提高至目标8尺位置。可以拾取目标被自身击落的武器，捡起对方武器后，对方受到的缴械时间增加2秒，自身6秒内武器伤害提高200%。,32588,1
刀宗,孤锋诀,5,电逝,“灭影追风”不再降低化劲，期间施展“行云势”只会触发第三段效果，若命中侠士目标则立刻恢复自身5%气血最大值。,32492,2
刀宗,孤锋诀,5,伏瀑,“触石雨”命中已经被击倒的目标伤害提高60%，并击倒周围6尺内的3个目标。,32495,3
刀宗,孤锋诀,5,威声,施展“灭影追风”立刻进入“双手持武器”状态，且2秒内下一次施展“孤锋破浪”不会回到“单持武器”状态。,33027,4
刀宗,孤锋诀,6,击懈,“留客雨”命中非侠士目标降低“决云势”10秒调息时间，自身没有“识破”效果时施展“决云势”命中非侠士目标将立刻给其添加一层“破绽”效果。,32497,1
刀宗,孤锋诀,6,碣石,“游风飘踪”效果期间受到的伤害降低8%，施展时将把所有受控状态(击退、被拉、减速)除外都视为“击倒”状态转移出去。,32498,2
刀宗,孤锋诀,6,观衅,若目标产生“身形”则会主动吸附。,32499,3
刀宗,孤锋诀,6,承磊,“破绽”及“横云断浪”流血效果最大可叠加至6层。,32500,4
刀宗,孤锋诀,7,滔天,“沧浪三叠”变为单体招式，对拥有自身“破绽”的目标施展时将立刻打出三段效果，但将消耗目标一层破绽。,32502,1
刀宗,孤锋诀,7,镇机,目标每拥有一层破绽，“断云势”对其伤害提高12%。,32457,2
刀宗,孤锋诀,7,界破,施展“孤锋破浪”会在原地残留刀气，2秒后会引爆刀气对6尺范围内最多5个目标造成<SUB 34695 1>外功伤害。“孤锋破浪”命中侠士目标后，使其体质降低10%。,32512,3
刀宗,孤锋诀,7,横断,“停云势”“留客雨”会刷新目标身上属于自身的“横云断浪”流血效果。,34688,4
刀宗,孤锋诀,8,长溯,“沧浪三叠”每次命中非侠士目标会给其添加1层“长溯”效果，“孤锋破浪”命中有“长溯”的目标，每层“长溯”将额外造成一次“孤锋破浪”伤害，“长溯”持续30秒，最多叠加3层。,32508,1
刀宗,孤锋诀,8,鸣锋,自身“破浪三式”套路招式命中有自身“横云断浪”流血效果的目标会造成<SUB 34724 1>外功伤害，每层流血效果使该伤害提高13%。,34722,2
刀宗,孤锋诀,8,摧朽,施展“定风凝云”时缓慢将20尺内当前观察的目标吸引至自己身边。,32582,3
刀宗,孤锋诀,8,识意,“灭影追风”结束时若自身未重伤，则会将受到的伤害转换为伤害吸收盾，持续6秒。,32587,4
刀宗,孤锋诀,8,敛摄,“横云断浪”变成2层充能招式，充能时间12秒。,32606,5
刀宗,孤锋诀,9,涣衍,“横云断浪”调息时间降低3秒，附带“流血”效果持续时间提高12秒。,32511,1
刀宗,孤锋诀,9,势钧,“横云断浪”命中目标获得生命值15%的伤害吸收盾，持续5秒。若目标有伤害吸收盾，获得的盾量翻倍。,32610,2
刀宗,孤锋诀,9,驰心,“驰风八步”调息时间降低5秒，二段招式会冲刺向目标并对路径上最多5个敌对目标造成<SUB 36043 1>外功伤害和2秒定身效果。,32607,3
刀宗,孤锋诀,9,周流,“识破”效果持续期间“决云势”命中目标额外获得15点“锐意”。,32608,4
刀宗,孤锋诀,9,驭耀,“行云势”命中目标额外获得2点“锐意”，“停云势”命中目标额外获得10点“锐意”。,32609,5
刀宗,孤锋诀,10,连亘,连续施展“流云势法”套路招式命中同一目标3次，额外获得20点锐意，并使目标获得6秒“连亘”效果：命中降低100%，招式未命中后消除，最多可叠加2层。,36034,1
刀宗,孤锋诀,10,急潮,“破浪三式”套路招式作用范围提高2尺，施展期间自身受到的范围伤害降低75%。,32491,2
刀宗,孤锋诀,10,涤瑕,“横云断浪”每层流血伤害额外提高10%。若有该“流血”的敌对目标在该效果持续期间释放过伤害招式，则会在“流血”结束时叠加与其当前“破绽”相等层数的“流血”效果。,32513,3
刀宗,孤锋诀,10,强膂,力道和移动速度提高10%。,32578,4
刀宗,孤锋诀,10,辞霈,“停云势”命中目标则使其受到的治疗及获得的护盾效果降低50%，持续6秒。,32579,5
刀宗,孤锋诀,11,聚疏,“望云势”反击触发时间降低0.75秒，反击时不再需要目标，且会对6尺内3个敌对目标造成伤害。,32452,1
刀宗,孤锋诀,11,流岚,“游风飘踪”施展后立刻在自身左、右、后方位8尺各产生1个持续20秒的“身形”，每触碰到1个“身形”则获得20秒“流岚”效果，“流岚”效果持续期间无视目标25%内外防御，该效果最多叠加至60秒。,32493,2
刀宗,孤锋诀,11,斩颓,“破绽”叠加的层数越多，目标受到的额外伤害越高。,32509,3
刀宗,孤锋诀,11,泯息,“行云势”命中目标则降低“洗兵雨”1秒调息时间，“触石雨”2秒调息时间。,32611,4
刀宗,孤锋诀,11,亘绝,“驰风八步”变为充能招式，施展后自身御劲提高100%，持续4秒。,32613,5
刀宗,孤锋诀,12,截辕,施展“孤锋破浪”后将在前方4尺残留6秒斩击刀气，刀气快速向前移动，每0.5秒对半径8尺内的5个敌对目标造成<SUB 32591 1>外功伤害，并添加12秒持续伤害效果，累计攻击20个目标，则刀气被引爆，对半径10尺内10个目标造成<SUB 32591 2>外功伤害，若目标为侠士，则使其下8秒内受到的范围型招式伤害提高35%，刀气每重伤一名敌人，自身则获得35点锐意，该刀气只会存在一道。,32586,1
刀宗,孤锋诀,12,踏罡,“驰风八步” 每段结束后，自身移动速度提高50%，持续8秒。,32496,2
刀宗,孤锋诀,12,潋风,施展“决云势”不会重置调息时间，自身获得5秒“潋风”气劲，期间主动施展“流云势法”套路伤害招式命中目标会额外获得20点锐意，并额外触发<SUB 36118 1>外功伤害。,36035,3
刀宗,孤锋诀,12,泽风同承,链接2个有自身破绽且离你最近的的侠士目标，链接期间你攻击其中一个目标，另一个目标也将受到伤害（每层破绽24%，最多48%），链接生效范围为30尺，持续8秒。,32665,4
刀宗,孤锋诀,12,怒锋倾涛,需在“双持武器”状态中施展，对目标造成200%的武器伤害外加<SUB 32616 0>外功伤害，若目标为侠士且存在自身“破绽”则每个“破绽”追加已损失生命值6%真实伤害。真实伤害必定命中且不受减伤、吸收盾影响。,32614,5
万灵,山海心诀,1,彤弓,“劲风簇”会心几率提高10%，会心效果提高10%。,35714,1
万灵,山海心诀,1,素矰,“贯穿”伤害提高5%。,35715,2
万灵,山海心诀,1,争疾,“上弦星流术”套路招式攻击“贯穿”的目标，自身移动速度提高20%，持续4秒。,35717,3
万灵,山海心诀,2,棘矢,箭袋内最后一发弓箭会引爆目标最多3跳“贯穿”。,35718,1
万灵,山海心诀,2,孰湖,“偕行动物”出现时额外获得一层“承契”。,35719,2
万灵,山海心诀,2,弧旌,“箭袋”中箭矢数量为1到4支时施展“寒更晓箭”，使下2支弓箭获得“金乌见坠”、“空弦惊雁”效果。,35720,3
万灵,山海心诀,3,襄尺,“承契”层数为5层且剩余时间大于等于8秒时，若再次获得“承契”效果则降低“金乌见坠”3秒调息时间。,35721,1
万灵,山海心诀,3,冉遗,“应天授命”期间受治疗效果提高20%。,35722,2
万灵,山海心诀,3,虹流,“霖集簇”调息时间减少5秒，“流矢雨集”使目标额外获得两层“标鹄”。,35723,3
万灵,山海心诀,3,弋矰,“上弦星流术”套路招式命中背对自身目标时，使目标获得4秒“弋矰”：无法施展轻功效果。,35724,4
万灵,山海心诀,4,长右,主动施展“引风唤灵”以及“驰律召野”召唤的“偕行动物”对目标造成伤害时回复15%内力。,35725,1
万灵,山海心诀,4,射革,对锁足、定身、眩晕、击倒目标造成伤害提高15%。,35726,2
万灵,山海心诀,4,蓄锐,战斗中若4秒内未释放伤害招式则获得“承契”效果。,35727,3
万灵,山海心诀,4,虚彀,附带“空弦惊雁”效果的箭矢命中未被定身、眩晕、击倒的目标时，直接使目标获得3秒定身效果。,38664,4
万灵,山海心诀,5,鹿蜀,“偕行动物”离场时，自身获得“偕行动物”的“承契”。,35729,1
万灵,山海心诀,5,镇祟,施展“汇山岚”后玩家的追击范围会增大2尺，最外圈2尺会造成内圈1.5倍的伤害。,35735,2
万灵,山海心诀,5,反曲,“饮羽簇”命中4层以上“贯穿”目标时，使得目标获得一层“重创”效果。,35731,3
万灵,山海心诀,5,腾驾,“游雾乘云”状态下施展“腾云”不再立刻解除骑乘，“腾云”变为两重充能招式。,35732,4
万灵,山海心诀,6,诸怀,施展“引风唤灵”时，自身获得一层“承契”。召唤兽和自身在“承契”期间基础攻击力提高10%，无视目标20%外功防御。,35733,1
万灵,山海心诀,6,片羽,“风尽浮生”一段冲刺过程中，重置“白羽流星”并激活“没石饮羽”。,36449,2
万灵,山海心诀,6,祓厄,“汇山岚”不再造成眩晕而是3秒恐惧。,35730,3
万灵,山海心诀,6,岚汇,每施展一次“归平野”降低“汇山岚”调息时间3秒。,38867,4
万灵,山海心诀,7,于狩,施展“没石饮羽”时获得一层“承契”。施展“没石饮羽”时若箭袋内箭矢数量为3-5，则引爆命中的非侠士目标3跳“贯穿”。,35737,1
万灵,山海心诀,7,九婴,“霖集簇”命中“贯穿”目标时，记录最高的层数，“霖集簇”的强化招式“流矢雨集”使命中目标获得对应层数的“贯穿”。,35738,2
万灵,山海心诀,7,陆吾,“强击型”为即将召唤的三个“偕行动物”之一时，“偕行动物”攻击都会使目标获得一层减疗效果。,35746,3
万灵,山海心诀,7,同渡,“汇灵合契”期间，受治疗效果增加15%。对你释放治疗招式的治疗心法获得5秒“同渡”效果：招式施展距离增加20%，移动速度提高20%。,35740,4
万灵,山海心诀,8,沃焦,“空弦惊雁”后下一次“劲风簇”若命中运功目标则击退目标，若成功击退则使目标获得5秒“沃焦”效果：招式施展距离变为0尺，无法看到其他目标。,35728,1
